0.0001,1.438782434
0.000107881,1.548033544
0.000116384,1.665575407
0.000125556,1.792036214
0.000135452,1.928090367
0.000146127,2.074464386
0.000157644,2.231938934
0.000170068,2.40135174
0.000183472,2.583604325
0.000197932,2.779665625
0.000213532,2.99057504
0.000230361,3.217450962
0.000248516,3.461490679
0.000268103,3.723982323
0.000289233,4.006305238
0.000312028,4.309939875
0.00033662,4.636472204
0.00036315,4.987599918
0.000391771,5.365141036
0.000422648,5.771035586
0.000455958,6.207356699
0.000491894,6.676317507
0.000530661,7.180272382
0.000572484,7.721722981
0.000617604,8.30332766
0.000666279,8.927894143
0.000718791,9.598390378
0.000775441,10.31793532
0.000836556,11.08979932
0.000902487,11.91739817
0.000973615,12.80426805
0.001050349,13.75406943
0.00113313,14.77054128
0.001222436,15.85746632
0.00131878,17.018666
0.001422717,18.257906
0.001534846,19.57887666
0.001655812,20.98509013
0.001786312,22.4798476
0.001927097,24.06610768
0.002078977,25.74642923
0.002242828,27.52288658
0.002419593,29.39697745
0.002610288,31.36951417
0.002816013,33.44061433
0.003037952,35.60959002
0.003277383,37.8748966
0.003535684,40.23405845
0.003814343,42.68354569
0.004114963,45.21860287
0.004439276,47.83296537
0.00478915,50.51857284
0.005166598,53.26517787
0.005573794,56.05994921
0.006013082,58.88736646
0.006486993,61.7291038
0.006998253,64.56394586
0.007549808,67.36793903
0.008144832,70.11397989
0.008786752,72.77151775
0.009479264,75.30617754
0.010226355,77.67981545
0.011032327,79.85072342
0.011901819,81.77377311
0.01283984,83.40080711
0.013851788,84.68163899
0.014943492,85.56548118
0.016121236,86.00187407
0.017391802,85.94246273
0.018762505,85.34525025
0.020241237,84.1793176
0.021836514,82.42641056
0.023557519,80.0873326
0.025414162,77.18865091
0.027417133,73.78409191
0.029577964,69.95966424
0.031909098,65.83222693
0.034423955,61.54637788
0.037137016,57.26457079
0.040063903,53.1538797
0.043221466,49.36608921
0.046627888,46.01635955
0.05030278,43.1593723
0.054267302,40.76780214
0.05854428,38.71762611
0.063158341,36.79030548
0.068136051,34.70811314
0.07350607,32.21641845
0.079299317,29.20399657
0.085549149,25.806614
0.092291549,22.40568619
0.099565339,19.47462124
0.1074124,17.33449118
0.115877913,15.95509064
0.12501062,14.91540975
0.134863105,13.63350623
0.145492095,11.85970124
0.15695879,9.982896672
0.169329211,8.60400977
0.182674585,7.815865832
0.19707175,7.100078028
0.212603601,6.085466691
0.229359567,5.124025552
0.247436124,4.53722587
0.266937351,4.014008122
0.287975533,3.391170434
0.310671801,2.933686537
0.335156833,2.555222081
0.361571609,2.167569721
0.390068218,1.873626705
0.420810734,1.59641375
0.453976166,1.366400201
0.489755472,1.163048351
0.528354658,0.99091481
0.569995969,0.841054086
0.614919164,0.713506529
0.663382899,0.604134387
0.715666215,0.51067071
0.772070145,0.431095197
0.832919449,0.363364737
0.898564479,0.305839274
0.969383203,0.257072622
1.045783377,0.215800094
1.12820489,0.180919848
1.217122306,0.151493577
1.313047585,0.126705361
1.416533041,0.105853356
1.528174515,0.088339593
1.648614808,0.073648952
1.778547384,0.061342824
1.91872036,0.051046781
2.069940813,0.042442918
2.233079431,0.035260207
2.409075523,0.029272615
2.598942426,0.024283348
2.803773344,0.020128938
3.024747638,0.016674155
3.263137619,0.013803216
3.520315872,0.011419372
3.797763161,0.009441466
4.097076953,0.007801563
4.419980617,0.006442847
4.768333346,0.005317871
5.144140861,0.004387054
5.549566962,0.003617371
5.986945983,0.002981319
6.458796236,0.00245602
6.967834507,0.002022437
7.516991704,0.001664749
8.109429725,0.001369835
8.748559671,0.001126798
9.438061481,0.000926609
10.18190512,0.00076179
10.98437344,0.00062615
11.85008685,0.000514567
12.78402988,0.00042281
13.79157993,0.000347381
14.8785382,0.000285394
16.05116311,0.000234469
17.31620633,0.00019264
18.68095162,0.000158292
20.15325682,0.00013009
21.74159908,0.000106938
23.45512365,8.79E-05
25.30369653,7.23E-05
27.29796133,5.95E-05
29.44940047,4.90E-05
31.77040138,4.04E-05
34.27432775,3.33E-05
36.97559652,2.75E-05
39.88976087,2.27E-05
43.03359978,1.88E-05
46.42521463,1.55E-05
50.08413344,1.29E-05
54.03142327,1.07E-05
58.28981157,8.87E-06
62.883817,7.38E-06
67.8398906,6.15E-06
73.18656812,5.13E-06
78.9546343,4.29E-06
85.17730012,3.59E-06
91.89039402,3.02E-06
99.1325682,2.54E-06
106.9455212,2.14E-06
115.3742378,1.80E-06
124.4672484,1.52E-06
134.2769081,1.29E-06
144.8596982,1.09E-06
156.2765517,9.26E-07
168.5932037,7.87E-07
181.8805703,6.69E-07
196.2151564,5.69E-07
211.6794969,4.85E-07
228.3626313,4.13E-07
246.3606165,3.52E-07
265.7770801,3.00E-07
286.723817,2.55E-07
309.3214329,2.17E-07
333.7000387,1.84E-07
360,1.57E-07
